utterance_id,speaker_id,utterance,gender
021f8f3872,3386d,එම ලිපි හරහාද,f
021fbbe878,bba51,එය ඊට සම්පූර්ණයෙන් වෙනස්වූවක්,m
021fed227f,12204,වැඩ කොරන්නෙ නෑ,f
021ff5cffc,7ec98,පුද්ගල වටපිටාවෙන් මිදෙන්න පුළුවන් තැනක්,f
022104a1f8,a9c56,මොකද කතන්දරට ඕන උනත්,f
0221a53b63,eae99,එහෙත් ප්‍රේක්ෂාගාරයෙහි සිදුවන්නේ,m
0221aa43a5,0bd84,සතියකට එකවරයි කිවුවෙ,m
0222c683f3,40a63,බුදුන් වහන්සේ හමු වූ අවස්ථාවේ දී,f
02234d2b57,17bfd,මේ පිළිබඳ පරීක්ෂණ,f
02235a83cb,02b89,අපට යන එන මන් නැති කරන්න එපා,m
02239c7d50,e3235,ගිය මිනිස්සු සේරම අයෙ එයි,m
0223be5edb,5b471,මට මගේ පවුලෙන්මත් ලබිලා තියෙනවා,m
0224281594,5a51f,ෆොටෝ එකේ තෑගි ලබන අහිංසක,f
0225015ce4,cf582,අප තුළ තියෙන පැහැදීම නිසයි,m
0225188767,c5a59,ගැඹුරින් හැදෑරීමට අවශ්‍ය සම්පත් ඇත,m
022520b136,95997,ලෙන් කුටියක් උපයෝගී කරගනිමිනි,f
0226298d58,21138,දිළිඳුකමින් අසාධාරණයෙන් සහ නූගත්කමින් මිලියන ගණනක් මිනිසුන් පීඩාවට පත්වෙමින් සිටින වග,m
0226460aa6,ee3d2,අපි කියමු කෙනෙක් බුදුපිළිම වහන්සේ නමක් ළඟට ගියා,m
02264fe2c1,8c9bc,ඉදිරියට ගෙන යන්න උත්සාහ කළා,f
02269b1f89,e8724,මහමෙවුනා උයනේ පිහිටා ඇති බව විශ්වාස කරතත්,m
022754edec,b9679,එක කෝච්චියක් ගියාම පීලි වලට දැනෙනවා,m
02275d4d75,33901,ආලෝක මුදියන්සේලාගේ කෞරාල හා,f
0227600149,a9c56,ගැටුම් වැඩිපුරම වාර්තා වන්නේ ආසියානු රටවලයි,f
022958b383,95997,පන්දු යැවිය යුතු විදිහ කතා කළා,f
0229709c4c,b9dc2,භ්‍රමණය වීම අතර සම්බන්ධයක් නැත,f
0229829163,2e076,උඹලගෙ ප්‍රශ්න වලට,f
0229d3f6f8,0e353,එවන් උත්තමාවියන්ගේ හදවත් විතරාගිය,m
022aa40ade,15cf5,පෙර තිබුණු,f
022ad491b1,0b370,එයාලට සාධාරණයක්කරන්න ඕන කියන තැන,m
022b093303,b6388,හිතේ විඤ්ඤාණය හටගන්නවා,m
022c0284eb,c094f,ආ කාලය පිළිබඳ මාගේ,m
022c14a1fb,237ce,අවසානය නොවන බව සඳහන් කළ මනාය,f
022ca52042,d7f61,මෙතෙක් කාලයක් රජුන් අතර බලය හුවමාරු වුයේ දෙපාර්ශවය අතර යුද්ධයකිනි,f
022ce5c3c4,016b5,ඔයාලට අරගෙන ආවා,f
022e5cf78d,7d982,අරුණ සිය චිත්‍රපටය අවසාන කළ යුතුය,m
022f1f2c47,b7054,වාගේ නේ හැසිරෙන්නේ,m
023059a701,88a58,අනුරපුර පොළොන්නරු යුගයන්හිදි,f
02307a81f2,06105,රටේ උසස් අධ්‍යාපනය පිළිබඳ,f
0230be5494,39cc4,ආපදා සේවා ගෙන්වා ගැනීමට හැකිය,f
0230d322ad,b3777,ඇයගේ චපලත්වය ඇතැම් අවස්ථාවලදී,m
02310c9c09,f40d9,අතර මඟදි මං තීරණේ වෙනස් කළා,m
02316be4d7,5d099,ගෙදරදොර කටයුතු,m
0231fc5856,7b561,මැතිව්ස් මත්ද්‍රව්‍ය ජාවාරමට එකතු වෙනව,f
02328c736f,23e9e,ගංවතුරටත් රතු සහල අහුවුණාමත්,f
02333af99f,2fff2,බටහිර ගීත නේද,f
023368124b,8827b,බූරුවො නොවන නිසා,f
023381701b,ed0c5,සින්දුවක් කියන්නත් බයයි,m
0233d8199c,0224d,සවිමත් පාලම් ද,m
023406e755,d945d,මෙහි එන ස්ත්‍රී චරිත වල,m
02342b5100,ed3e5,ගිහියන් කෙරෙහි ඇලීමක් නැතිව,m
0234e3ce65,bfb80,අකුණුසැර වැදීම නිසා ඇති වු කම්පන තත්ත්වයකින්,f
0235218485,456e2,අනාගතයේදී නොදන්න්න අය,m
02354edea7,5556c,එමගින් ගොවීන් හතළිස් දෙනකුගේ,f
0235519779,252fd,මට ආවා මරු අදහසක්,f
0235bfe94e,abbea,එක වතාවක් නොකරපු එකත් මෝඩය,m
023622c41b,190e9,ගාථා කියා වඳින්නට පටන්ගත්තා නම්,f
02366bc393,06105,එතකොට ඔයා ඇත්තටම කතා කළේ,f
02366e215e,54c3a,ආරම්භ කරලා තිබුණා,f
02372c3c38,b8a97,බොරලැස්ගමුවේ ගුණරතන හිමියන් සමග,f
0237542b62,40381,භාග්‍යවතුන් වහන්සේට මෙය සැළ කළහ,m
02378b8563,c6a4f,තුන්වන විත්තිකරු වන ඔහු සමග,f
0238daf853,1afa7,රාත්‍රී එකට පමණ මේ ළමයා කරුවලේම නැගිට්ටා,m
0238e8b7e1,5556c,සෑහෙන කාලෙකට පස්සේ,f
0239162f8a,54c3a,හෙඩ් මසාජ් එකක් හැටියට,f
0239bc1049,43324,එතනදි ඇතැම් පිරිස් කියලා තියෙනවා,m
023abc07ea,c8784,චාලිට වැඩේ මාට්ටු කියලා,f
023cecea7c,a973b,බයියා මස්සිනාගේ ස්ථානෝචිත ප්‍රඥාව,m
023eb740f4,a5886,එක දෙයක් පිළිගන්න ඕන,m
023f6b1fc8,a13a8,ගෙනල්ල බොරු ප්‍රචාර කලේ,m
023ffbc8f4,781ce,කිරි පිටි කාරයෝ ඉතා හොඳින් දනිති,f
0240174fd7,a6493,අනුමක් ගියත් මනො ගහන කාලයක,f
0240660cf5,7ec98,ලංකාව අති පිරිසිඳු රටක් වෙන්න අති නේද,f
02410c08e6,361fc,එල්ලුම් ගහ අත්‍යවශ්‍ය යුගයක්,m
02412b2bfc,a3a6a,රටක හෝ ප්‍රදේශයක පාලන මධ්‍යස්ථානය වීමටද පුළුවන,f
02422dc435,b3dda,ඔබේ වචන සියයේ,f
02433e1f27,cc837,මේ අතර බුරුම ජාතික මහා තෙරුන් වහන්සේ,f
02433e55f3,0766f,එතකොට උඹට ඔය ලංකාවෙන් ගිය මැකෑනික් වැඩ කරන,f
02434a7712,9e6d1,බටහිර භාවිතයන් යොදාගත යුතු අතර,m
0243a42445,4e81e,ගෙදරින් එළියට ඇවිත් බලනකොට,f
0243d4b9b0,3d027,එදින රාත්‍රියේ ඔහු බොරු ලෙඩක් ගෙන,f
0243fef93d,d52f0,මූලස්ථානය වූයේ අනුරපුර මහා විහාරයයි,f
0244207226,78366,ඇති බවට මට විශ්වාසය,m
024487b436,6a26f,බුද්ධදාස රජතුමන්ගේ සාරාර්ථ සංග්‍රහය,f
0244d18bd5,89f4f,දැක ගන්න තිබුණා,f
02451a380f,d4430,සෘජු නිර්භයව සත්‍යය වෙනුවෙන් පෙනී සිටීම,m
024529c1a1,7d982,එම නිසා අප සැමට,m
02453320cb,7b561,උඹලගෙ ප්‍රශ්න වලට,f
0246e32137,45f15,මේ දිනවල වැඩිපුර කතාබහට ලක්වී තිබෙනවා,f
0247a679c3,ed3e5,එබැවින් සිරිපා කන්ද,m
024809c33a,4b05c,අහිංසකයෝ මුලා කරන ගේමක්,m
02485391eb,349a2,සවුදි අරාබිය සහ එක්සත් අරාබි රාජධානියයි,f
0248aec249,237ce,සුසීමා ක්ලැරන්ස් හරහා බටහිර ආරක් ගෙනාවා,f
0248ea7f48,3139c,එකා අනෙකා අභිබවමින්,f
02492860e9,a7d05,දැන් මේ රටේ ප්‍රවාහන සංස්කෘතිය අලුත් වී තිබේ,f
0249c3af14,ad58a,වැඩිය සමීප වෙන්න බැරි වුණා,m
0249e862a3,9f1f5,මට නම් අල්ලන්නේ නෑ,m
0249ea6a20,bced5,ඔබේ අම්මට දිගාසිරි,m
0249f7660a,23e9e,මොකද ඉරටු සුද්ද කිරිල්ල සෑහෙන වෙලාවක් යන වැඩක් නිසා,f
024a06034b,0e86b,ඒවායේ ගුණදොස් විග්‍රහ කිරීම නොවේ,f
024a55c2db,40381,එහෙත් ඉන්දියාවේ උවමනාවට,m
024ac7f2d2,11742,මේ නගරය මුලු ලෝකෙන්ම,m
024ae367b2,e9148,තිබුනත් බුදු දහමමය,m
024b7ae3b6,0eade,ඒත් බලද්දි,m
024b7c7160,abbea,එවිට මා අසනීප වී,m
024bdf979a,2db87,ගිරිකණ්ඩ චෛත්‍යය වන්දනා කළ බව දැක්වේ,m
024c66e664,aa29c,ගැන ද අප සිතා බැලිය යුතුය,f
024cc79153,a5886,හැබැයි ස්වාමීනී,m
024d45135f,95997,ගොවිකමේත් දේව ඇදහිල්ලේත්,f
024da368d5,e61f1,ආහාර අනුභව කිරීම නිසා,f
024db029be,84afe,අන්තවාදී ඉස්ලාම් රාජ්‍යයක්,f
024e0325fb,290a8,එබැවින් මවගේ හා දරුවාගේ ආරක්ෂාව විෂයෙහි,m
024e0a9d38,dc245,නැවත උපතක් කරා එම ජීවිතය,f
024e25ac43,462e8,ඔහුව රැක ගන්නේ ඇයි,f
024e79b948,30661,ඉවරයි එහෙනම්,f
024ee501ae,bced5,ප්‍රවීණයන්ගෙන් මට හොඳ සහයෝගයක් ලැබෙනවා,m
024fe11440,eae99,ඉතිහාසයට එහෙම කැමතියි වගේ,m
0250ac4b53,4a724,යහපත් සමාජයක් බිහිකරලීමේ අපේක්ෂාව,f
02513f2b1a,ac581,මා ඇතුළු අප බොහෝ දෙනකු,f
0251e438d7,43121,කාටවත් ගෞරව කරන්නේ නෑ,f
02523087fa,cd0b3,හරි එහෙනම් සහෝ,m
02536be241,045af,සම්මානවලට මිස පාඨයන්ට නොවෙයි,f
025371f7ce,0bd84,පෙන්වීමෙන් වැළැකී සිටීමට,m
0253a4b3ef,a6a62,රුහුණෙ අය විතරයි,m
02544ac6e0,30661,එළවළු ගොවීන්ගේද අප්‍රසාදය ද,f
02552c4696,a13a8,පිලිඹදව පසුතැවෙනුනෙමු,m
0255495ada,ed4c3,එක එක කාමර එක එක කාර්යයන්ට යොදා ගන්නෙත් ඒක නිසා,f
025576ceaa,357e6,ඒත් ඔබ ඉක්මනට,f
0255e9f482,7424f,හිරුණිකා ප්‍රේමචන්ද්‍ර මෙනවියට අදතරයේ අවවාද කළාය,m
025648333d,89130,ඔන්න වයලත් ඉඳලා ඉඳලා,f
0257079c0e,c04d5,අවුරුද්දේ මුල් භාගයේදී විවාහ වී තිබෙනවා,f
02577e8449,3a976,එමෙන්ම ලංකාවේ කාන්තාවද,m
0257868df1,82082,ගොඩක් දේ ගැන,m
0257913be2,acbee,රජ මැදුරේ බිසෝවරුන්ට බණ කීම,m
0257d102f8,c1691,මං මාර ජොලියක් ගත්තා,m
025861701b,f12ba,රටක රජකමට වඩා දහම් පදයක වටිනාකම,f
0258cbb095,290a8,විශිෂ්ටතම නිදසුන් සමූහයක් සහිත,m
0258d1f9cb,6fa50,ඔක්කොම එකතුවෙලා පාරට බහිනවා,f
0258e5d6f3,f4f83,වේලාව රාත්‍රි ට පමණ ඇත,f
02592411df,e35a8,ඊට තෑගි හම්බ වුණා,f
02595a7546,3489d,අපි දුක් විය යුත්තේ,m
025a122f81,7ec98,ඇදෙන සුළු රෙද්දෙන්,f
025d574b71,c28da,මී හරකො අළුත් වචන හදන්නෙ,m
025d8b732c,68b8a,ඉර හිනාවෙනවා,m
025e133747,f2348,ඇටසැකිලි තිබුණා,m
025f204cd4,574a5,කෙරීගෙන යන බවත් ය,m
025f8ab4af,3a976,අමුණුගම ඇයි මගේ සුදූ මට වෙන දෙයක්,m
025ff8bf4d,5afae,එම නිසා ඇය නිතරම උත්සහ කරන්නේ,f
02600449f7,c1691,එහි ශක්තිය ස්තූපයට ලබා දීමයි,m
02605615c1,3d027,මතක හිටින දෙබස් කීපයක් ම ඕකේ තියනවා,f
02609e5955,fe361,අපි සියලු දෙනාම එක්වී,m
026150ea36,39cc4,යකෝ අනික් රටවල් වල උන් නිසා තමයි,f
02615db1da,937dc,සිදු වන්නේ සූර්ය හරය තුලදී පමණයි,f
0261709a89,34e38,අපිට බැරිද මොකක් හරි,m
02617dbd1d,9e6d1,කිසිම දේශනයකදි ලැබෙන සුලබම අත්දැකීම වුණු,m
0261d01cf0,f2931,මෙම නීති ගෙන ඒම සහ ඊට හේතු පිළිබඳ ශිෂ්‍යාවන් දැනුවත් කිරීමේ අඩුපාඩුවක් වීදැයි මම නොදනිමි,m
026232d48c,d1b3d,ඔන්න මං ඒකත් කොපි කරලා දැම්මා,f
02628ba2cb,e8ec1,තරුණ වියට එළඹෙත්ම,m
0262aa1736,6c5e8,අපි ඉතාම සතුටුයි,m
026330291e,574a5,එනම් රජතුමනි,m
0263507582,0bd84,ඉගැන්වීමක් ලෙසින් හඳුන්වා දෙන්නට පුළුවන,m
0263b242ec,ff39f,එබැවින් සංචාරයේ හෝ වන්දනාවේ යෙදෙන්නන්ට,f
0263c2a083,c11e1,එමෙන්ම ඇපල් සමාගම මගින්,f
0263d8a88d,309ce,පත්ව ඇත,m
0264c7d229,45f15,උපුටාගැනීම් සියල්ලම,f
026500e08b,ce989,මේව හොයාගත්ත ඒව නෙවේ,m
02654e3e21,8f885,බමුණු මතයට අනුව,m
0265b0ec67,1db0f,මැදින් මස අමාවක පෝය,f
0265ceb41e,fda64,එබැවින් ඇගේ දෙපා,m
0265ea7e43,89f4f,දවුල් තම්මැට්ටම් හා හොරණෑ වාදනය සිදුකෙරෙයි,f
02662f96e7,3d532,පොෂ් වීමට ඉන්ගිරිසි වචන දෙක තුනක්,f
0266480aea,0eea5,රූපලාවණ්‍ය සම්බන්ධ කටයුත්තකට,f
026665f0bb,82082,ශිර්ෂ භාවිත කර,m
0266c4c96c,1575e,ඔබලාට අනුව,f
0266e9d9a7,d1b3d,නිරයේ උපදින්න පුළුවන්,f
026709fc7b,0b370,එම තත්වය තූළ,m
02673b60a0,bae1a,මොවුන් ගල්පර මත පිහිටි ගල් පතුරු යට,m
026744ca25,40e62,ප්‍රබන්ධ කතා කලාවේ එන,f
026a39c6b3,05d76,අර රොයිලියා කියන්වා වගේ,f
026a591c8b,d78dd,මේ වෙනුවෙන් මහන්සි වුණ,m
026a8b3d5c,f200a,අපහාස කරන්න නේද තහනම්,m
026ab6b38d,32358,දායක සභාවෙන්,f
026ad67ee7,bac38,යළි පොළොන්නරුවට වැඩමවා ගත්තේ,f
026adbecaa,98088,හැමෝම ඉල්ල ඉල්ල හිටපු නිසා,f
026bd25537,aa29c,ගයාන් එක්ක ආදර සම්බන්ධයක් තිබෙන බව,f
026c77436e,0a2fe,මංගල සුමන රේවත හා සෝභිත යන බුදුවරුන්,m
026d1f32dd,1a317,සම්පූර්ණයෙන් එම දුකෙන් නිදහස්ව,m
026d9035c5,e61f1,දෙකේ තියෙන්නෙ වර්ෂන් දෙකක ඔෆීස් පැකේජ්,f
026dab7295,b6388,තවත් විසි දෙනෙකුට වැඩි පිරිසක් තුවාල ලබති,m
026e2b6c5d,338ff,මානසික සූදානම ද අතිශය වැදගත් වේ,m
026e9a65c3,225dc,කරලියට පැමිණියේ ඉන් පසුව විය,m
026f31dee0,7b561,චාටර් වැඩ කරලා නැද්ද,f
026f64066a,225dc,අනික ලේනුන් ඩබලක් සහ ගම්මිරිස් කුරුල්ලෙකු ද,m
026f8aeee8,501f8,දැන් බලන්න පින්වතුනි,f
026fb6b83e,fa2d3,මාස දොළහෙම ඇවිලෙන පහනක්,m
026fc759c5,14f37,සංගීතය මේ හැම දේමත් එක්ක,f
0270876c0f,a1577,එයා රස්සාව හැටියට කළේ,m
0270b58520,45feb,කිරි මුට්ටි උතුරවා,m
0270bbb579,f2ef0,හැබැයි අර කිව්ව අවදානම,f
0270d8cd92,501f8,ඒ විදිහට වාඩිවෙලා,f
027104ad10,d52f0,මගේ හදේ ඇතිවූ කම්පාව,f
0271ff6420,40e62,එතකොට ඊළඟ ජීවිතයේ විනාශය කරා යොදවන්න,f
02720f8b75,237ce,එම තත්වය වෙනස් කළ බැවිනි,f
027227550c,c1715,නවග්‍රහයන් ගැන කළකිරුනා,m
0273602534,fc853,මට දෙන්නට හැකියාවක් නැත,m
02740abcc2,d9b9c,මොන පාඩම්ද,f
02740b1b5a,23329,යන සම්මාන තුනම හිමි කරගන්නවා,f
0274495ed6,29f4f,මොකද මේ ප්‍රශ්නයට ඉක්මන් විසඳුමක්,f
02745144f2,309ce,බුදුරජාණන් වහන්සේ බෝධිසත්ව අවධියේදී ලද රජකම අතහැර දමා,m
02746a669e,2a1cd,එහෙමනම් ඔබ කරන්නෙ,m
027527b087,fa2d3,එනිසා ඔවුහු මරණයක් සිදු වූ විට,m
0275899591,5b275,නංගි ඔයා බයිසිකොප් එකට සබ් දෙන්න ගත්ත එක නම් නියමයි,f
0275dc071c,ddb8f,අපි මෙතන ඉඳන් පොලෝසිය හමගැහුවට,f
0275f5bf6e,eae99,රොබට් නොක්ස්ගේ එදා හෙළදිව ග්‍රන්ථයෙන්,m
0276913862,2d52b,බොහොම ස්තුතියි මචො,f
0277385178,e0b70,මෙම ලක්ෂණය සානුකම්පිත වීම,f
0277b1c88f,7db06,අද මගේ නෑයන් ඉදිරියේ,m
0278fbb8f2,40e62,අපේ නෝනා,f
02791b790f,45feb,ප්‍රඥා සීල සමාධි වගේ,m
027961a5fb,06105,සුර අසුර යුද්ධයයි,f
02798b9d2d,045af,ඕක ඉල්ලන්නකො සේවාස්ථ පුහුණුවක් හැටියට,f
0279c0b6ff,4b127,මට සෝපහාස කරති,m
027a56cf57,6064f,අපේ පංචඉන්ද්‍රියයන්ට ගෝචර වෙන,f
027a6f37e3,d7f61,එම නිසා කාමයන්,f
027a906872,8b8a4,ගාලූ පාරේ මොරටුවේ සිට කොළඹ බලා දිවෙන බස් රථ,m
027b48651c,7d7d0,වද දෙනකොට පාවා දෙන හැටිත් ලියන්න පුළුවන් වෙන්නෙ,f
027b552511,d1b3d,උදෑසනින්ම ඡන්දය දුන් බවයි,f
027b92f59e,8957e,ඒ ඉතිරි සියල්ල ඉටු කර දුන්නා,m
027b9308a8,c34c2,අයිතීන් සදහා සටන් කිරීමකි,m
027c99470c,12204,සහතිකයක් දෙන්න බැහැ,f
027caebc2d,4f068,අපි පළමුවෙන් යන්න පිටත් වුනේ,f
027cbf4297,87c4c,යහපත් කාල පරිච්ඡේදයක් වනවාක් මෙන් ම,m
027d6ca9da,89830,ඒ ලෙචාලාගේ,f
027e3a02a0,937dc,මෙයාට පඩයක් ගියා තමා කියලා,f
027fee1f8d,6b5e6,එමෙන්ම ඇතැම් යුගල නැටුම්,m
0282268a29,37790,විනාශ කරමින් සිටී,f
0282609cfd,a360d,තම ග්‍රන්ථයේ ආරම්භයේ දීම,m
028263524f,78366,හොදටම කරනවා,m
028295386d,54242,තම මලේ ජිවිතයකට වටින කතාවක්නේ,f
0282e0a696,2a1cd,මයුරපාද පරිවෙණාධිපති බුද්ධපුත්‍රහිමි,m
0282eb75b4,3183b,බෝධිවෘක්ෂයද චෛත්‍ය ගණයට අයත් වේ,f
0282f3fd81,c3bd0,මෙම මඟුල් පෙරහරේ දක්නට හැකි විය,f
02830a0616,41947,ඒවා වහන්න,m
028331c7c8,85ebd,කරලා දෙන්නෙත් නෑ,f
028358180c,e61f1,එබැවින් පොලීසියේ නිශ්චිත සීමාව කුමක්ද,f
02838930d9,32337,විශාලතම ජාල පද්ධතිය වේ,m
0284106725,3386d,මිනිසා හට ජීවිතය දෙස හැරී බලා,f
028417c46e,3fcd4,ඔයාගෙ හිතේ තියෙන අවුලක්නේ,f
0285160ffc,0e353,අරමුණු සැලසුම් සාර්ථක කර ගනිමින්,m
0286b794af,30661,මේක දුන්නා කියලා,f
0286e728de,501f8,ජිවත්ව සිටියදීම අවබෝධ කල යුත්තක්,f
0287088a7e,23e9e,එම සිල් සමාදන් වූ කාලය තුළ,f
0287261448,72b54,මනාව විශ්ලේෂණය කර තිබේ,f
02876ae91e,23e9e,ඔහුට තිබුණේ නැහැ,f
0287a7692a,8af52,හැබැයි ඇමරිකාවෙ එහෙම තියනවා කියල,f
02895a3c82,156fe,ඇය ඇහැලියගොඩ ජාතික පාසලට ඇතුළත්ව ඇත,f
0289cccbc3,f32c3,ජීවිතයත් සමාජයත් නමැති මෙවලමෙන් පමණි,f
0289e8deb5,f9563,මේ සූදානම,m
028a0d7332,74475,සංවාදයට ලක් වූවා,f
028a1b3c6f,23329,හැබැයි මට තාමත් පොඩි බයක් තියෙනව,f
028a3c222b,09537,එය චිත්‍රපටය නොදුටු අයගේ,f
028b712852,39029,පොඩි පොඩි ඉඩම් කෑලි,m
028b741629,89f4f,මිත්‍යා දෘෂ්ටිකව හිඳිමින්,f
028b9ab8ec,f40d9,හැසිරීම සලකා බැලූවිට,m
028b9ac47e,271cb,දේශපාලන සමාජ චින්තනය විද්‍යාව කලාව ආගම දහම සමඟම,m
028bc1cb2b,c28da,මොහු තක්ෂිලා ටියුටරියක අයෙකි,m
028dd76359,5afae,මා දැක තිබුනා,f
028de1c75e,60906,අදීශගේ ජීවිතයට ලියුමේ සිද්ධිය මෙතරම් බලපාන්නේ කෙසේද,f
028e2af69d,0e86b,ඒවා ඔක්කොම කළමණාකරණය කරලා,f
028ee36421,93c65,ගෙන්වීම සම්පූර්ණයෙන් තහනම් කර තිබේ,m
028f1f85b6,be341,ගොඩක් පින් සිදුවේවා,m
028f2998be,f9563,උගන්වන්නේ දෙගුරුන් බැවින්,m
028f931b33,d23af,එම දොරටු දෙක වන්නේ,m
0290291673,3d532,මේක සුළු සිද්ධියක් කියලා,f
02904cd47f,52dbc,ඉටු නොකරන මාධ්‍ය,m
0290b0761f,34e11,ඒකට කියනවා,f
029199acc2,09bf2,කෙළින්ම කිව නොහැකි බවයි,f
029201de17,bb0e6,ඉතාම අභාග්‍යසම්පන්න අවධියකට ළගා වී ඇත,f
02924ebed0,ae3ff,අධ්‍යාපන කටයුතුවල පසුබෑමක් පෙන්නුම් කරයි,m
0292a884a3,237ce,ඉල්ලුම වැඩියි මොකද කියන්නෙ,f
0292b75b25,4b05c,වෙනස් තැනක තබන්න,m
0292eea0f9,2a1cd,ඇතුලේ ඉන්නම බැරි වෙනවා,m
029351ed6d,ac562,සඳකඩ පහණට සෑහෙන තරම් දුරට ආසන්න අවස්ථාවේදී,m
0293b8eba3,23329,කිලෝ මීටර් ක් පමණ ගිය තැනදී ඇරඹු,f
0293d2f112,6c5e8,කෝසල සංයුක්තය,m
029435564b,a4fcc,මතුපිටින් දක්නට ඇති සරල සුන්දර බව,m
02946f5269,41947,එය කළ යුතු බැවින්,m
02948c6d93,a7d05,දේවාභරණ සහිත කරඬු වඩම්වා ගෙන පෙරහැරේ යති,f
0294e96389,8e63d,නියමුවන් හා කාර්ය මණ්ඩලය විසින්,f
0295ac186d,d4fa9,සාමාන්‍ය ජනයා පහසු ක්‍රම සොයති,f
0295b4ea40,dca20,මා ගේ ජීවිතය පුදා,m
02965ef5b6,e61f1,ඒත් සුනිල් ආරියරත්න මහාචාර්ය තුමා,f
02969ae52a,4e81e,පිරිත් ස්වරය,f
0296a4858c,89830,රිප්ලයි දාලා තියෙන්නේ,f
0296fc970f,1c3b9,හැමෝම ග්‍රහ මාරුව ගැන,m
029791df15,05d76,පරිසරය විනාශ කරලා,f
02979bbea5,ad58a,බුදුරජාණන් වහන්සේ මෙහිදී,m
02979ffead,9125c,යම් පුද්ගලයෙකු මිය පරලොව ගිය පසු,f
0297c809f2,0eea5,කල්දේරා තාත්තගේ පෙන්ෂන් එකෙන්,f
02987559bb,3dd78,කිසි කතන්දරයක් නැති,m
02987dd251,5b275,මගෙත් අදහස එහෙම්මම තමා,f
0298e66a5e,ba1f0,මන්නාරම් හන්දිය ප්‍රදේශයේ,f
029a4dbfd3,760be,එවන් සුවයක් සොයා,f
029a53965c,1f5ff,අප නැවත,m
029a959cf0,fc710,ඒක තමා අපේ ගතිය,f
029b7dd9ea,a6a62,ගල්කණුවල කොටස් අද ද,m
029b958173,1a317,මොහොමඩ් රාෆි විසින් අධ්‍යක්ෂණය කල,m
029b9b10ac,be173,නිම් වළලු රෝද බොස්ගෙඩි දැති ආදිය,f
029ba558ab,11528,කියල වඩක් නෑ සහෝ,f
029c1c96c9,3d027,මෙහිදී කිසිම බාධාවක් නැත,f
029c5804d7,3a747,හිනාවෙන එකනම් එච්චර හොඳ නැහැ,f
029ccc6191,5c543,ඔහු සෙනෙහසින් වැළඳ ගනියි,f
029db20431,52dbc,ඔය ටික මදි,m
029dc9a4a6,3be3a,ලේඛන කලාව පිළිබඳ පවත්නා,m
029e0adf99,80862,අත්දැකීමෙන් කියන කතාවක්,m
029e2c7460,6dcd3,බොහෝ ඇති නමුත්,f
029eb3b81e,4b05c,හරිනම් නීති වෙනස් කරලා,m
029edc9eb1,ccf7a,නීති විරෝධී ව්‍යාපාරයක්,m
029fbd61cd,cb1fe,හරක් පැහැර ගෙන යති,f
029ffff705,ae3ff,සැප පුටුවක වාඩිවෙලා,m
02a00bae4d,84048,මෙතුමන් ආජීවක සම්ප්‍රදායේ නායකයා ලෙස සැලකේ,m
02a02b07e5,016b5,එබව සදහන්වේ,f
02a055c5d7,03500,ඒත් වැඩි දවසක්,m
02a0c085a0,2df96,මේ ගැන වාචික ප්‍රශ්නයක් අහලා මම උත්තර දීලා තිබෙනවා,f
02a1002ba1,1ccf9,නමුත් අපේ ක්‍රීඩකයින්,m
02a138a070,25717,ස්වයං පාලනයක් බව,m
02a14d4f6b,91403,ලොකු කිරිඅම්මා දානයක් පැවැත්විණි,m
02a166bfde,d78dd,ෂෝහිබ් එයාගේ බලය පාවිච්චි කරලා,m
02a1900f5f,85ebd,ඉඳ හිට හමුවී පෙම් සුව විඳීමට ගියේ,f
02a195fb65,2db87,අනෙක් කාරණය එකල පැවැති,m
02a1f3ff29,8f885,කලබල නො විය යුතු බවයි,m
02a1f9b238,ac562,කතන්දරයක් වගේ ලියල තිබුන නිසයි,m
02a2724939,d6d03,ඒක කළොත්,m
02a3559fcf,11528,මගේ භාණ්ඩාගාරයේ වුවත්,f
02a38f31e5,98088,ඒත් ඒ එකිණෙකක්,f
02a424ca90,ccf7a,පෙරහැර සමය අවසාන වන්නේත්,m
02a4839f47,b7163,අවර ගණයේ ටෙලිනාට්‍යවල ඒ කිසිවක් නැත,f
02a48e2791,fc710,මෙහි දී සලකා බැලීම වටී,f
02a4a02441,8b8a4,ඒකෙ විස්තර කරන ජීවියාත්,m
02a4eb2423,ff3fa,ඒකට මොකද,f
02a5c0d144,87c4c,හිතා ගන්න බැ,m
02a5e0de1b,09ecc,මට වැඩක් නෑ කියලා,f
02a5f6c367,53c73,ඉස්සර කිව්වේ ගෑනියෙක්ගෙ මොලේ හැදිමිට තරම් විතරයි කියලා,m
02a70a7f93,ccf7a,අද එම ප්‍රදේශයට කියන්නේ සොහොන් කැලේ කිියාය,m
02a85e20f9,f2348,මුලදී ඔබේ නිර්මාණය අපිළිවෙළ වන්නට පුළුවනි,m
02a88b2d9b,a624d,දේවල් හොදට කරනවා,m
02a8f92700,6c5e8,නොගැලපෙන්න ඇති,m
02a904aea9,b8589,ඔන්න ඔන්න මාතියා,f
02aa0f69e1,72f9d,මම විපස්සනා භාවනා මධ්‍යස්ථානයට පැමිණිලා,m
02aa5960a2,da449,ඔවුන්ගේ මුලික උපාය මාර්ගිික අරමුණකි,f
02aafbb6f0,c3bd0,තත්ත්වය මෙයට වඩා විධිමත්,f
02ab219fcf,92637,උඹ ඔය වගේ මේ රටේ හොරකම් කරනුන්ගේත් ආදායම හොයනවද,f
